market,code,name,industry,plot_industry,classification_rule
SH,513870,纳指指数,,港股/海外,固定类别/排除词
SH,513860,HKC科技,,待人工确认,名称关键词
SH,513850,美国50,,待人工确认,名称关键词
SH,513830,红利港股,,港股/海外,固定类别/排除词
SH,513820,港股分红,,港股/海外,固定类别/排除词
SH,513810,港股国企,,港股/海外,固定类别/排除词
SH,513560,香港科技,,待人工确认,名称关键词
SH,513800,东证ETF,,待人工确认,名称关键词
SH,513780,港股新药,,港股/海外,固定类别/排除词
SH,513770,港股互联,,港股/海外,固定类别/排除词
SH,513750,港股非银,,港股/海外,固定类别/排除词
SH,513730,东南亚,,港股/海外,固定类别/排除词
SH,513720,香港互联,,待人工确认,名称关键词
SH,513700,香港医药,,医药医疗,名称关键词
SH,513690,恒生股息,,港股/海外,固定类别/排除词
SH,513660,恒生通,,港股/海外,固定类别/排除词
SH,510670,180指,,待人工确认,名称关键词
SH,513650,标普ETF,,港股/海外,固定类别/排除词
SH,513630,香港红利,,策略类,固定类别/排除词
SH,513620,港医疗指,,医药医疗,名称关键词
SH,513600,恒指ETF,,待人工确认,名称关键词
SH,513590,香港消费,,消费,名称关键词
SZ,159968,中证500ETF博时,,宽基/综合指数,宽基关键词/人工映射
SH,560290,景顺有色,,资源周期,名称关键词
SH,560300,电信50,,待人工确认,名称关键词
SH,560310,光伏博时,,新能源,名称关键词
SH,589100,国泰芯片,,科技,名称关键词
SH,589090,KCAI,,科技,名称关键词
SH,510300,300ETF,宽基指数,宽基/综合指数,宽基关键词/人工映射
SZ,159881,有色金属ETF国泰,,资源周期,名称关键词
SH,589080,科创综E,,待人工确认,名称关键词
SH,589070,科芯TH,,待人工确认,名称关键词
SH,589060,科综东财,,待人工确认,名称关键词
SH,589050,科创E,,待人工确认,名称关键词
SH,589030,科芯设计,,待人工确认,名称关键词
SH,589020,KC半导体,,科技,名称关键词
SH,589010,科创AI指,,科技,名称关键词
SH,589000,科创综指,,待人工确认,名称关键词
SH,588990,科芯片,,科技,名称关键词
SH,588980,科创广发,,待人工确认,名称关键词
SZ,159883,医疗器械ETF永赢,,医药医疗,名称关键词
SH,588960,新能科创,,待人工确认,名称关键词
SH,588950,景顺科创,,待人工确认,名称关键词
SH,588940,科创富国,,待人工确认,名称关键词
SH,588930,科创板AI,,科技,名称关键词
SH,588920,KC芯片,,科技,名称关键词
SH,588910,科创价值,,策略类,固定类别/排除词
SH,588900,科创100S,,宽基/综合指数,宽基关键词/人工映射
SH,588890,科创芯,,待人工确认,名称关键词
SH,588880,科创指数,,待人工确认,名称关键词
SH,588870,科创50指,,宽基/综合指数,宽基关键词/人工映射
SZ,159885,碳中和ETF鹏华,,待人工确认,名称关键词
SH,588860,科创医药,,医药医疗,名称关键词
SH,588850,科创机械,,高端制造,名称关键词
SH,588840,50科创,,待人工确认,名称关键词
SH,589110,科AI国泰,,科技,名称关键词
SH,589120,创新药基,,医药医疗,名称关键词
SH,589130,科创芯易,,待人工确认,名称关键词
SH,589150,科创平安,,待人工确认,名称关键词
SH,589500,科综工银,,待人工确认,名称关键词
SH,589460,科200HB,,待人工确认,名称关键词
SH,589430,N科芯片,,科技,名称关键词
SH,589420,芯设计MW,,待人工确认,名称关键词
SH,589410,科创AIJS,,科技,名称关键词
SH,589400,芯设计FG,,待人工确认,名称关键词
SH,510290,380ETF,,待人工确认,名称关键词
SH,589390,芯设计,,待人工确认,名称关键词
SH,589380,AI科创指,,科技,名称关键词
SH,589360,科创50GT,,宽基/综合指数,宽基关键词/人工映射
SH,589350,科芯片指,,科技,名称关键词
SH,589330,科200DC,,待人工确认,名称关键词
SH,589320,科200JS,,待人工确认,名称关键词
SH,589310,科创人工,,待人工确认,名称关键词
SH,588830,科创新能,,待人工确认,名称关键词
SZ,159877,医疗ETF南方,,医药医疗,名称关键词
SH,589290,芯片主题,,科技,名称关键词
SH,589280,科综增指,,待人工确认,名称关键词
SH,589270,科创100Q,,宽基/综合指数,宽基关键词/人工映射
SH,589260,科创芯设,,待人工确认,名称关键词
SH,589250,芯设计PY,,待人工确认,名称关键词
SH,589230,AI科创CS,,科技,名称关键词
SH,589220,科200GT,,待人工确认,名称关键词
SH,589210,芯设计GF,,待人工确认,名称关键词
SH,589200,科200E,,待人工确认,名称关键词
SZ,159880,有色ETF鹏华,,资源周期,名称关键词
SH,589190,科创芯基,,待人工确认,名称关键词
SH,589180,科创材基,,待人工确认,名称关键词
SH,589170,芯设计KC,,待人工确认,名称关键词
SH,589160,科芯片GF,,科技,名称关键词
SH,589300,科综嘉实,,待人工确认,名称关键词
SH,588820,科创200E,,待人工确认,名称关键词
SH,588810,科创板芯,,待人工确认,名称关键词
SH,588800,科创100C,,宽基/综合指数,宽基关键词/人工映射
SH,588360,创创ETF,,待人工确认,名称关键词
SH,588350,双创,,待人工确认,名称关键词
SH,588330,双创龙头,,待人工确认,名称关键词
SZ,159889,智能汽车ETF国泰,,汽车,名称关键词
SH,588320,双创增强,,待人工确认,名称关键词
SH,588310,双创基金,,待人工确认,名称关键词
SH,588300,双创ETF,,待人工确认,名称关键词
SH,588290,芯片科创,,科技,名称关键词
SH,588280,科创五零,,待人工确认,名称关键词
SH,588270,科创200F,,待人工确认,名称关键词
SH,588260,科创技术,,待人工确认,名称关键词
SH,588250,KC医药,,医药医疗,名称关键词
SH,588240,科200,,待人工确认,名称关键词
SH,588230,科创200,,待人工确认,名称关键词
SH,588370,科创策略,,待人工确认,名称关键词
SZ,159890,云计算ETF招商,,科技,名称关键词
SH,588210,科创100E,,宽基/综合指数,宽基关键词/人工映射
SH,588200,科创芯片,,科技,名称关键词
SH,588190,科创100,,宽基/综合指数,宽基关键词/人工映射
SH,588180,科创50基,,宽基/综合指数,宽基关键词/人工映射
SH,588170,科创半导,,待人工确认,名称关键词
SH,588160,科创新材,,待人工确认,名称关键词
SH,588150,科创龙头,,待人工确认,名称关键词
SH,588140,科200GF,,待人工确认,名称关键词
SH,588130,科创药,,待人工确认,名称关键词
SZ,159891,医疗ETF建信,,医药医疗,名称关键词
SH,588120,科100ETF,,待人工确认,名称关键词
SH,588110,科创成长,,策略类,固定类别/排除词
SH,588100,科创信息,,待人工确认,名称关键词
SH,588090,科创板,,待人工确认,名称关键词
SH,588220,科创100F,,宽基/综合指数,宽基关键词/人工映射
SZ,159876,有色ETF华宝,,资源周期,名称关键词
SH,588380,创50ETF,,待人工确认,名称关键词
SH,588390,科创创业,,宽基/综合指数,宽基关键词/人工映射
SH,510310,HS300ETF,,待人工确认,名称关键词
SH,588790,科创智能,,待人工确认,名称关键词
SH,588780,芯片设计,,科技,名称关键词
SZ,159886,机械ETF富国,,高端制造,名称关键词
SH,588770,信息科创,,待人工确认,名称关键词
SH,588760,AI科创,,科技,名称关键词
SH,588750,科创芯50,,待人工确认,名称关键词
SH,588730,科创AI,,科技,名称关键词
SH,588720,中银科创,,待人工确认,名称关键词
SH,588710,科半导体,,科技,名称关键词
SH,588700,科创生物,,医药医疗,名称关键词
SH,588690,科综指增,,待人工确认,名称关键词
SH,588680,科100增,,待人工确认,名称关键词
SH,588670,科综增强,,待人工确认,名称关键词
SH,510320,300中金,,待人工确认,名称关键词
SZ,159887,银行ETF富国,,金融,名称关键词
SH,588550,科创增指,,待人工确认,名称关键词
SH,588530,AIBOCI,,科技,名称关键词
SH,588520,科创增,,待人工确认,名称关键词
SH,588510,智能双创,,待人工确认,名称关键词
SH,588500,科创100Z,,宽基/综合指数,宽基关键词/人工映射
SH,588480,AI50双创,,科技,名称关键词
SH,588470,双创智能,,待人工确认,名称关键词
SH,588460,科创增强,,待人工确认,名称关键词
SH,588450,科创50增,,宽基/综合指数,宽基关键词/人工映射
SH,588430,科创创AI,,科技,名称关键词
SZ,159888,智能汽车ETF华夏,,汽车,名称关键词
SH,588420,AI双创,,科技,名称关键词
SH,588410,双创AI,,科技,名称关键词
SH,588400,双创50,,宽基/综合指数,宽基关键词/人工映射
SH,588660,双创五零,,待人工确认,名称关键词
SH,588080,科创板50,,宽基/综合指数,宽基关键词/人工映射
SH,589520,AI科创板,,科技,名称关键词
SH,589560,科创AITF,,科技,名称关键词
SZ,159065,工程机械ETF景顺,,高端制造,名称关键词
SZ,159063,粮食ETF南方,,农业,名称关键词
SZ,159062,稀有金属ETF南方,,待人工确认,名称关键词
SZ,159061,绿色电力ETF南方,,公用事业,名称关键词
SZ,159060,粮食ETF浦银,,农业,名称关键词
SZ,159059,电力ETF大成,,公用事业,名称关键词
SZ,159058,证券ETF大成,,金融,名称关键词
SZ,159057,医疗器械ETF鹏华,,医药医疗,名称关键词
SZ,159056,医疗器械ETF富国,,医药医疗,名称关键词
SZ,159867,养殖ETF鹏华,,消费,名称关键词
SZ,159055,稀有金属ETF富国,,待人工确认,名称关键词
SZ,159053,稀有金属ETF华夏,,待人工确认,名称关键词
SZ,159052,新能源电池ETF嘉实,,新能源,名称关键词
SZ,159051,医疗器械ETF易方达,,医药医疗,名称关键词
SZ,159050,机器人ETF广发,,科技,名称关键词
SZ,159049,有色ETF工银,,资源周期,名称关键词
SH,510230,金融ETF,,金融,名称关键词
SZ,159048,机器人ETF大成,,科技,名称关键词
SZ,159046,绿电ETF天弘,,待人工确认,名称关键词
SZ,159045,稀有金属ETF大成,,待人工确认,名称关键词
SZ,159043,食品ETF华安,,消费,名称关键词
SZ,159042,价值ETF汇添富,,策略类,固定类别/排除词
SZ,159869,游戏ETF华夏,,待人工确认,名称关键词
SZ,159041,农业ETF鹏华,,农业,名称关键词
SZ,159040,港股通互联网ETF鹏华,,港股/海外,固定类别/排除词
SZ,159039,机器人ETF华安,,科技,名称关键词
SZ,159038,粮食ETF易方达,,农业,名称关键词
SZ,159037,价值ETF鹏华,,策略类,固定类别/排除词
SZ,159036,软件开发ETF华宝,,科技,名称关键词
SZ,159066,A股ETF建信,,待人工确认,名称关键词
SZ,159067,绿色电力ETF鹏华,,公用事业,名称关键词
SZ,159068,软件ETF华夏,,科技,名称关键词
SZ,159069,创业板新能源ETF华泰柏瑞,,宽基/综合指数,宽基关键词/人工映射
SZ,159107,创业板软件ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159106,民企300ETF前海开源,,待人工确认,名称关键词
SZ,159105,恒生生物科技ETF易方达,,港股/海外,固定类别/排除词
SZ,159103,金融科技ETF汇添富,,金融,名称关键词
SZ,159102,港股通生物科技ETF华安,,港股/海外,固定类别/排除词
SZ,159101,港股通科技ETF华夏,,港股/海外,固定类别/排除词
SZ,159100,巴西ETF华夏,,待人工确认,名称关键词
SZ,159865,养殖ETF国泰,,消费,名称关键词
SZ,159099,云计算ETF华宝,,科技,名称关键词
SZ,159098,价值ETF招商,,策略类,固定类别/排除词
SZ,159096,价值ETF华夏,,策略类,固定类别/排除词
SZ,159095,云计算ETF银华,,科技,名称关键词
SZ,159093,化工ETF汇添富,,资源周期,名称关键词
SZ,159091,港股通金融ETF易方达,,港股/海外,固定类别/排除词
SZ,159035,软件ETF天弘,,科技,名称关键词
SZ,159087,化工ETF万家,,资源周期,名称关键词
SZ,159085,价值ETF永赢,,策略类,固定类别/排除词
SZ,159083,红利低波100ETF嘉实,,策略类,固定类别/排除词
SZ,159082,化工ETF华夏,,资源周期,名称关键词
SH,510210,综指ETF,,待人工确认,名称关键词
SZ,159079,价值ETF兴全,,策略类,固定类别/排除词
SZ,159078,A股ETF富国,,待人工确认,名称关键词
SZ,159077,电池ETF鑫元,,新能源,名称关键词
SZ,159076,创业板新能源ETF华宝,,宽基/综合指数,宽基关键词/人工映射
SZ,159075,工业互联网ETF华夏,,科技,名称关键词
SZ,159073,粮食ETF汇添富,,农业,名称关键词
SZ,159072,粮食ETF景顺,,农业,名称关键词
SZ,159071,新能源电池ETF华宝,,新能源,名称关键词
SZ,159070,工程机械ETF嘉实,,高端制造,名称关键词
SZ,159866,日经ETF工银,,港股/海外,固定类别/排除词
SZ,159086,金融科技ETF广发,,金融,名称关键词
SZ,159033,粮食ETF国泰,,农业,名称关键词
SZ,159032,工业有色ETF易方达,,资源周期,名称关键词
SZ,159031,粮食ETF博时,,农业,名称关键词
SZ,158009,航空航天ETF南方,,军工,名称关键词
SZ,158008,新能源电池ETF华夏,,新能源,名称关键词
SZ,158006,化工ETF博时,,资源周期,名称关键词
SZ,158005,工程机械ETF博时,,高端制造,名称关键词
SZ,158003,港股通医疗ETF嘉实,,港股/海外,固定类别/排除词
SZ,158001,价值ETF嘉实,,策略类,固定类别/排除词
SZ,158000,港股通金融ETF鹏华,,港股/海外,固定类别/排除词
SZ,159996,家电ETF国泰,,消费,名称关键词
SH,589990,科创板综,,待人工确认,名称关键词
SH,589980,科基100,,待人工确认,名称关键词
SH,589960,科创新源,,待人工确认,名称关键词
SZ,159873,医疗设备ETF天弘,,医药医疗,名称关键词
SH,589950,科100FG,,待人工确认,名称关键词
SH,589900,博时科综,,待人工确认,名称关键词
SZ,158010,医疗ETF嘉实,,医药医疗,名称关键词
SH,589890,景顺科综,,待人工确认,名称关键词
SH,589860,天弘科综,,待人工确认,名称关键词
SH,589850,科创东财,,待人工确认,名称关键词
SH,589820,科200F,,待人工确认,名称关键词
SH,589800,科创综合,,待人工确认,名称关键词
SH,589780,科200FG,,待人工确认,名称关键词
SH,589770,科创全指,,待人工确认,名称关键词
SZ,159875,新能源ETF嘉实,,新能源,名称关键词
SH,589720,科创新药,,医药医疗,名称关键词
SH,589700,成长科创,,策略类,固定类别/排除词
SH,589680,科创综Z,,待人工确认,名称关键词
SH,589660,综指科创,,待人工确认,名称关键词
SH,589630,科综国泰,,待人工确认,名称关键词
SH,589600,富国科综,,待人工确认,名称关键词
SH,589580,科综价格,,待人工确认,名称关键词
SH,589880,科创综,,待人工确认,名称关键词
SH,589550,KC价值,,策略类,固定类别/排除词
SZ,158011,创业板软件ETF国泰,,宽基/综合指数,宽基关键词/人工映射
SZ,158017,化工ETF易方达,,资源周期,名称关键词
SZ,159870,化工ETF鹏华,,资源周期,名称关键词
SZ,159030,粮食ETF华夏,,农业,名称关键词
SZ,159029,有色ETF广发,,资源周期,名称关键词
SZ,159028,港股汽车ETF天弘,,港股/海外,固定类别/排除词
SZ,159027,畜牧养殖ETF大成,,消费,名称关键词
SZ,159026,石油ETF南方,,资源周期,名称关键词
SZ,159023,养殖ETF万家,,消费,名称关键词
SZ,159022,科创创业人工智能ETF富国,,宽基/综合指数,宽基关键词/人工映射
SZ,159021,大盘价值ETF华夏,,策略类,固定类别/排除词
SZ,159020,养殖ETF易方达,,消费,名称关键词
SZ,159871,有色ETF银华,,资源周期,名称关键词
SZ,159019,石油ETF华宝,,资源周期,名称关键词
SZ,159018,石油ETF广发,,资源周期,名称关键词
SH,510270,国企ETF,,待人工确认,名称关键词
SZ,158012,云计算ETF南方,,科技,名称关键词
SZ,159017,石油ETF工银,,资源周期,名称关键词
SZ,159015,恒生港股通科技ETF国联,,港股/海外,固定类别/排除词
SZ,159013,工业互联网ETF大成,,科技,名称关键词
SZ,159012,科创创业50ETF鹏华,,宽基/综合指数,宽基关键词/人工映射
SZ,159011,养殖ETF华安,,消费,名称关键词
SZ,159010,港股通科技ETF博时,,港股/海外,固定类别/排除词
SZ,159009,创业板新能源ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SZ,159872,智能网联汽车ETF鹏华,,汽车,名称关键词
SZ,159008,证券ETF景顺,,金融,名称关键词
SZ,159007,养殖ETF华泰柏瑞,,消费,名称关键词
SZ,159005,快钱ETF汇添富,,待人工确认,名称关键词
SZ,159003,招商快线ETF,,待人工确认,名称关键词
SZ,159001,货币ETF易方达,,债券/货币,固定类别/排除词
SZ,158027,工业互联网ETF易方达,,科技,名称关键词
SZ,158019,电池ETF永赢,,新能源,名称关键词
SZ,159016,证券ETF广发,,金融,名称关键词
SH,588070,科创万家,,待人工确认,名称关键词
SH,588060,上证科创,,待人工确认,名称关键词
SH,588050,科创ETF,,待人工确认,名称关键词
SZ,159912,深300ETF汇添富,,待人工确认,名称关键词
SH,561390,稀金属PA,,待人工确认,名称关键词
SH,561380,电网ETF,,待人工确认,名称关键词
SH,561370,2000ETF,,待人工确认,名称关键词
SH,561360,石油ETF,,资源周期,名称关键词
SH,561350,国泰500,,待人工确认,名称关键词
SH,561330,矿业ETF,,待人工确认,名称关键词
SH,561320,交运ETF,,待人工确认,名称关键词
SH,561310,消电ETF,,待人工确认,名称关键词
SH,561300,300增ETF,,待人工确认,名称关键词
SH,561280,增强1000,,待人工确认,名称关键词
SH,561260,能源ETF,,待人工确认,名称关键词
SZ,159913,深价值ETF交银,,策略类,固定类别/排除词
SH,561250,稀金属PH,,待人工确认,名称关键词
SH,561230,A50,,宽基/综合指数,宽基关键词/人工映射
SH,561220,国企数字,,待人工确认,名称关键词
SH,561200,A100基金,,待人工确认,名称关键词
SH,561190,双碳ETF,,待人工确认,名称关键词
SH,561180,A100ETF,,待人工确认,名称关键词
SH,561170,绿电50,,待人工确认,名称关键词
SH,561160,锂电池,,新能源,名称关键词
SH,561130,国货ETF,,待人工确认,名称关键词
SH,561120,家电ETF,,消费,名称关键词
SZ,159915,创业板ETF易方达,宽基指数,宽基/综合指数,宽基关键词/人工映射
SH,561100,电子龙头,,科技,名称关键词
SH,561090,A500增,,宽基/综合指数,宽基关键词/人工映射
SH,561080,现金自由,,债券/货币,固定类别/排除词
SH,561060,红利国企,,策略类,固定类别/排除词
SH,561050,稀金属E,,待人工确认,名称关键词
SH,561400,鑫元养殖,,消费,名称关键词
SZ,159995,芯片ETF华夏,,科技,名称关键词
SH,561410,光伏工银,,新能源,名称关键词
SH,561420,300现金,,债券/货币,固定类别/排除词
SH,561810,华泰医疗,,医药医疗,名称关键词
SH,561800,稀金属,,待人工确认,名称关键词
SH,561790,现代能源,,待人工确认,名称关键词
SH,561780,1000指增,,待人工确认,名称关键词
SZ,159909,TMT50ETF招商,,待人工确认,名称关键词
SH,561770,指基A100,,待人工确认,名称关键词
SH,561760,油气博时,,资源周期,名称关键词
SH,561750,A50博时,,宽基/综合指数,宽基关键词/人工映射
SH,561730,中证A股,,待人工确认,名称关键词
SH,510390,平安300,,待人工确认,名称关键词
SH,561700,电力基金,,公用事业,名称关键词
SH,561680,A500红低,,宽基/综合指数,宽基关键词/人工映射
SH,561660,通航基金,,待人工确认,名称关键词
SH,561630,华泰质量,,待人工确认,名称关键词
SH,561030,机械华泰,,高端制造,名称关键词
SH,561620,华泰化工,,资源周期,名称关键词
SH,561590,1000增强,,待人工确认,名称关键词
SH,561580,央企红利,,区域主题,固定类别/排除词
SZ,159910,基本面120ETF嘉实,,待人工确认,名称关键词
SH,561570,油气基金,,资源周期,名称关键词
SH,561560,电力ETF,,公用事业,名称关键词
SH,561550,500指增,,待人工确认,名称关键词
SH,561530,银华银行,,金融,名称关键词
SH,561510,中医药,,医药医疗,名称关键词
SH,561500,漂亮50,,待人工确认,名称关键词
SH,561490,红利财通,,策略类,固定类别/排除词
SH,561470,畜牧TH,,农业,名称关键词
SH,561460,AITH,,科技,名称关键词
SH,561450,华泰红利,,策略类,固定类别/排除词
SH,561430,全指质量,,待人工确认,名称关键词
SH,561600,消费电子,,科技,名称关键词
SH,561020,食品招商,,消费,名称关键词
SH,561010,软件开发,,科技,名称关键词
SH,561000,300指增,,待人工确认,名称关键词
SH,560620,公用WJ,,待人工确认,名称关键词
SH,560610,A500指数,,宽基/综合指数,宽基关键词/人工映射
SZ,159920,恒生ETF华夏,,港股/海外,固定类别/排除词
SH,560590,1000鹏华,,待人工确认,名称关键词
SH,560580,电力指基,,公用事业,名称关键词
SH,560570,A500低波,,宽基/综合指数,宽基关键词/人工映射
SH,560560,碳中和TK,,待人工确认,名称关键词
SH,560550,碳中和,,待人工确认,名称关键词
SH,560530,A500ETF,,宽基/综合指数,宽基关键词/人工映射
SH,560520,红利大成,,策略类,固定类别/排除词
SH,560510,中证A500,,宽基/综合指数,宽基关键词/人工映射
SH,560500,500质量,,待人工确认,名称关键词
SH,560490,华泰有色,,资源周期,名称关键词
SZ,159922,中证500ETF嘉实,宽基指数,宽基/综合指数,宽基关键词/人工映射
SH,510500,500ETF,宽基指数,宽基/综合指数,宽基关键词/人工映射
SH,560480,中证电力,,公用事业,名称关键词
SH,560460,电力平安,,公用事业,名称关键词
SH,560450,电力TH,,公用事业,名称关键词
SH,560420,食品Q,,消费,名称关键词
SH,560410,电池鹏华,,新能源,名称关键词
SH,560400,证券华泰,,金融,名称关键词
SH,560390,电网E,,待人工确认,名称关键词
SH,560380,A100,,待人工确认,名称关键词
SZ,159923,中证A100ETF大成,,待人工确认,名称关键词
SH,560370,全指红利,,策略类,固定类别/排除词
SH,560360,软件指数,,科技,名称关键词
SH,560350,A50指数,,宽基/综合指数,宽基关键词/人工映射
SH,560330,300价值E,,策略类,固定类别/排除词
SH,560320,食品富国,,消费,名称关键词
SH,510510,广发500,,待人工确认,名称关键词
SH,560470,有色E,,资源周期,名称关键词
SH,561830,有色GTHT,,资源周期,名称关键词
SH,560630,机器人WJ,,科技,名称关键词
SH,560670,中证银行,,金融,名称关键词
SH,560990,科技先锋,,待人工确认,名称关键词
SH,560980,光伏龙头,,新能源,名称关键词
SH,510410,资源ETF,,资源周期,名称关键词
SZ,159916,基本面ETF建信,,待人工确认,名称关键词
SH,560970,有色金属,,资源周期,名称关键词
SH,560950,500增,,待人工确认,名称关键词
SH,560930,电力E,,公用事业,名称关键词
SH,560920,招商机械,,高端制造,名称关键词
SH,560910,中证电池,,新能源,名称关键词
SH,560900,创新药企,,医药医疗,名称关键词
SH,560880,家电基金,,消费,名称关键词
SH,560870,中银有色,,资源周期,名称关键词
SH,560860,工业有色,,资源周期,名称关键词
SH,560850,信创50,,科技,名称关键词
SH,560660,云50ETF,,待人工确认,名称关键词
SZ,159918,中创400ETF嘉实,,待人工确认,名称关键词
SH,560820,A50新华,,宽基/综合指数,宽基关键词/人工映射
SH,560810,央企ESG,,区域主题,固定类别/排除词
SH,560800,数字ETF,,待人工确认,名称关键词
SH,560790,软件服务,,科技,名称关键词
SH,560780,半导设备,,待人工确认,名称关键词
SH,560770,机器人ZS,,科技,名称关键词
SH,560750,A500申万,,宽基/综合指数,宽基关键词/人工映射
SH,560730,红利GTHT,,策略类,固定类别/排除词
SH,560720,工银红利,,策略类,固定类别/排除词
SZ,159919,沪深300ETF嘉实,宽基指数,宽基/综合指数,宽基关键词/人工映射
SH,560710,船舶ETF,,待人工确认,名称关键词
SH,560700,央红利50,,策略类,固定类别/排除词
SH,560690,电信主题,,待人工确认,名称关键词
SH,560680,龙头消费,,消费,名称关键词
SH,560830,电指数,,待人工确认,名称关键词
SH,561870,现金流指,,债券/货币,固定类别/排除词
SH,561880,A100指数,,待人工确认,名称关键词
SH,561890,A股E,,待人工确认,名称关键词
SH,563620,现金流全,,债券/货币,固定类别/排除词
SH,563600,A500增强,,宽基/综合指数,宽基关键词/人工映射
SZ,159898,医疗器械ETF招商,,医药医疗,名称关键词
SH,563590,红利A500,,宽基/综合指数,宽基关键词/人工映射
SH,563580,现金800,,债券/货币,固定类别/排除词
SH,563570,金融科,,金融,名称关键词
SH,563560,科技成长,,策略类,固定类别/排除词
SH,563550,增强A500,,宽基/综合指数,宽基关键词/人工映射
SH,563530,卫星E,,待人工确认,名称关键词
SH,563520,300永赢,,待人工确认,名称关键词
SH,563510,A500红利,,宽基/综合指数,宽基关键词/人工映射
SH,563500,A500华宝,,宽基/综合指数,宽基关键词/人工映射
SH,563390,现金基金,,债券/货币,固定类别/排除词
SZ,159899,软件ETF招商,,科技,名称关键词
SH,563630,A500指增,,宽基/综合指数,宽基关键词/人工映射
SH,563380,航空航天,,军工,名称关键词
SH,563350,中证A50,,宽基/综合指数,宽基关键词/人工映射
SH,563330,A股ETF,,待人工确认,名称关键词
SH,563320,通用航空,,待人工确认,名称关键词
SH,510360,广发300,,待人工确认,名称关键词
SH,563300,中证2000,,宽基/综合指数,宽基关键词/人工映射
SH,563280,A50增强,,宽基/综合指数,宽基关键词/人工映射
SH,563230,卫星ETF,,待人工确认,名称关键词
SH,563220,A500富国,,宽基/综合指数,宽基关键词/人工映射
SH,563210,专精特新,,待人工确认,名称关键词
SZ,159901,深证100ETF易方达,,宽基/综合指数,宽基关键词/人工映射
SH,563200,2000指数,,待人工确认,名称关键词
SH,563180,高股息,,待人工确认,名称关键词
SH,563150,油气资源,,资源周期,名称关键词
SH,563090,上50增强,,待人工确认,名称关键词
SH,563360,A500基金,,宽基/综合指数,宽基关键词/人工映射
SH,563080,中证A50E,,宽基/综合指数,宽基关键词/人工映射
SH,563650,A500中证,,宽基/综合指数,宽基关键词/人工映射
SH,563670,金科基金,,待人工确认,名称关键词
SH,588040,科创板指,,待人工确认,名称关键词
SH,588030,科创指基,,待人工确认,名称关键词
SZ,159892,恒生医药ETF华夏,,港股/海外,固定类别/排除词
SH,588020,科创50E,,宽基/综合指数,宽基关键词/人工映射
SH,588010,科创材料,,资源周期,名称关键词
SH,588000,科创50,,宽基/综合指数,宽基关键词/人工映射
SH,563990,800现金,,债券/货币,固定类别/排除词
SH,563980,800红利,,策略类,固定类别/排除词
SH,563960,300质量,,待人工确认,名称关键词
SH,563930,上指增强,,待人工确认,名称关键词
SH,563900,现金流,,债券/货币,固定类别/排除词
SH,563890,红利国有,,策略类,固定类别/排除词
SH,563880,A500添富,,宽基/综合指数,宽基关键词/人工映射
SZ,159895,物联网ETF易方达,,待人工确认,名称关键词
SH,563660,A500银河,,宽基/综合指数,宽基关键词/人工映射
SH,563870,航空通用,,待人工确认,名称关键词
SH,563850,食品广发,,消费,名称关键词
SH,563830,现金流基,,债券/货币,固定类别/排除词
SH,563800,A500龙头,,宽基/综合指数,宽基关键词/人工映射
SH,563790,卫星产业,,待人工确认,名称关键词
SH,563780,现金指数,,债券/货币,固定类别/排除词
SH,563770,全指现金,,债券/货币,固定类别/排除词
SH,510350,工银300,,待人工确认,名称关键词
SH,563760,中银现金,,债券/货币,固定类别/排除词
SH,563750,500添富,,待人工确认,名称关键词
SZ,159896,物联网ETF南方,,待人工确认,名称关键词
SH,563700,红利价值,,策略类,固定类别/排除词
SZ,159798,消费ETF易方达,,消费,名称关键词
SH,563690,红利永赢,,策略类,固定类别/排除词
SH,563680,现金流TF,,债券/货币,固定类别/排除词
SH,563860,A500海富,,宽基/综合指数,宽基关键词/人工映射
SZ,159109,恒生50ETF景顺,,港股/海外,固定类别/排除词
SH,563060,央企50,,区域主题,固定类别/排除词
SH,563030,增强500,,待人工确认,名称关键词
SH,562500,机器人,,科技,名称关键词
SZ,159906,深成长ETF大成,,策略类,固定类别/排除词
SH,562390,中药,,医药医疗,名称关键词
SH,562380,科技引领,,待人工确认,名称关键词
SH,562360,机器人YH,,科技,名称关键词
SH,562350,电力,,公用事业,名称关键词
SH,562340,500成长,,策略类,固定类别/排除词
SH,562330,500价值,,策略类,固定类别/排除词
SH,562320,300价值A,,策略类,固定类别/排除词
SH,562310,300成长,,策略类,固定类别/排除词
SH,562300,低碳ETF,,待人工确认,名称关键词
SH,562180,红低A500,,宽基/综合指数,宽基关键词/人工映射
SH,510380,国寿300,,待人工确认,名称关键词
SH,562080,自由现金,,债券/货币,固定类别/排除词
SH,562510,旅游ETF,,消费,名称关键词
SZ,159907,国证2000ETF广发,,宽基/综合指数,宽基关键词/人工映射
SH,562060,标普红利,,港股/海外,固定类别/排除词
SH,562050,药ETF,,待人工确认,名称关键词
SH,562030,信创基金,,科技,名称关键词
SH,562010,绿色能源,,待人工确认,名称关键词
SH,562000,中证A100,,待人工确认,名称关键词
SH,561990,300增强,,待人工确认,名称关键词
SH,561980,芯片设备,,科技,名称关键词
SH,561960,央企回报,,区域主题,固定类别/排除词
SH,561950,500增强A,,待人工确认,名称关键词
SZ,159908,创业板ETF博时,,宽基/综合指数,宽基关键词/人工映射
